Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Date Read,Date Added,Bookshelves,Exclusive Shelf,Original Purchase Date
635454,Meditation Made Easy,Lorin Roche,Roche  Lorin,empty,006251542X,9780062515421,0,3.65,HarperOne,Paperback,216,1998,7/1/2000,7/4/2011,philosophy|meditation|own,read,empty
4385625,Heredity: An Introduction to Genetics,A.M. Winchester,Winchester  A.M.,empty,64601676,9780064601672,0,5,Barnes & Noble,Unknown Binding,295,1977,empty,7/4/2011,science|genetics|to-read|own,to-read,empty
3281,The Mind and the Brain: Neuroplasticity and the Power of Mental Force,Jeffrey M. Schwartz,Schwartz  Jeffrey M.,Sharon Begley,60988479,9780060988470,0,4.05,Harper Perennial,Paperback,432,2003,empty,7/4/2011,psychology|to-read|own,to-read,empty
841247,The Third Chimpanzee: The Evolution & Future of the Human Animal,Jared Diamond,Diamond  Jared,empty,60984031,9780060984038,0,4.04,Harpperen,Paperback,407,1992,empty,7/4/2011,science|to-read|own,to-read,empty
11127,The Chronicles of Narnia (Chronicles of Narnia  #1-7),C.S. Lewis,Lewis  C.S.,Pauline Baynes,66238501,9780066238500,0,4.24,HarperCollins,Paperback,767,2002,empty,7/4/2011,to-read|fiction|own|fantasy,to-read,empty
6550409,Peak Performance Living,Joel C. Robertson,Robertson  Joel C.,Tom Monte,62512331,9780062512338,0,3.82,HarperCollins Publishers,Hardcover,237,1996,empty,7/4/2011,psychology|to-read|own,to-read,empty
849085,The Lost Art of War,Sun Bin,Bin  Sun,Thomas Cleary,62513613,9780062513618,0,3.91,HarperCollins Publishers,Hardcover,154,1996,1/1/1995,7/4/2011,military-science|own,read,empty
8497456,Higher Education?: How Colleges Are Wasting Our Money and Failing Our Kids---and What We Can Do About It,Andrew Hacker,Hacker  Andrew,Claudia Dreifus,805087346,9780805087345,0,3.55,Times Books,Hardcover,288,2010,empty,7/4/2011,education|to-read|own,to-read,empty
972586,Seven Star Praying Mantis Kung Fu,Leung Ting,Ting  Leung,empty,9627284114,9789627284116,0,3.64,empty,empty,empty,empty,empty,7/4/2011,martial-arts|chinese-arts|praying-mantis|to-read|own,to-read,empty
6691892,Falling Hard: A Journey into the World of Judo,Mark Law,Law  Mark,empty,1590307151,9781590307151,4,3.93,Trumpeter,Paperback,288,2009,3/24/2011,7/4/2011,martial-arts|own,read,empty
350887,116 Wing Tsun Dummy Techniques as Demonstrated by Grandmaster Yip Man,Yip Chun,Chun  Yip,Leung Ting,9627284033,9789627284031,0,4.1,Leung 's  Publications,Paperback,129,1990,empty,7/4/2011,martial-arts|chinese-arts|wushu|to-read|own,to-read,empty
8084560,Alpha Teach Yourself Latin in 24 Hours,Stephen Beall,Beall  Stephen,Stephen Beall,28639324,9780028639321,0,5,Alpha,Paperback,448,2000,empty,7/4/2011,language|latin|to-read|own,to-read,empty
7460315,Advances in Functional Training: Training Techniques for Coaches  Personal Trainers and Athletes,Michael Boyle,Boyle  Michael,empty,1931046018,9781931046015,0,4.41,On Target Publications,Paperback,315,2010,empty,7/4/2011,health|functional-training|to-read|own,to-read,empty
971921,Classical Fighting Arts Of Japan: A Complete Guide To Koryu Jujutsu,Serge Mol,Mol  Serge,empty,4770026196,9784770026194,3,4.29,Kodansha,Hardcover,empty,2001,4/5/2002,7/4/2011,martial-arts|jujutsu|own,read,empty
2252232,The Tai Chi Book: Refining and Enjoying a Lifetime of Practice,Robert Chuckrow,Chuckrow  Robert,empty,1886969647,9781886969643,0,3.8,YMAA Publication Center,Paperback,224,1998,1/1/2000,7/4/2011,martial-arts|chinese-arts|taijiquan|own,read,empty
1028573,Chinese Fast Wrestling for Fighting: The Art of San Shou Kuai Jiao Throws  Takedowns  & Ground-Fighting,Shou-Yu Liang,Liang  Shou-Yu,Tai D. Ngo,1886969493,9781886969490,0,3.67,YMAA Publication Center,Paperback,empty,1997,empty,7/4/2011,martial-arts|jujutsu|judo|to-read|own,to-read,empty
364700,The Essence of Shaolin White Crane: Martial Power and Qigong,Yang Jwing-Ming,Jwing-Ming  Yang,James O'Leary,1886969353,9781886969353,0,3.94,YMAA Publication Center,Paperback,352,1996,empty,7/4/2011,martial-arts|chinese-arts|baguazhang|to-read|own,to-read,empty
1715598,Science of Martial Arts Training,Charles I. Staley,Staley  Charles I.,empty,1892515016,9781892515018,4,3.5,Unique Publications,Paperback,184,2000,1/1/2000,7/4/2011,martial-arts|training|own,read,empty
548625,Chin Na in Ground Fighting: Principles  Theory and Submission Holds for All Martial Styles,Al Arsenault,Arsenault  Al,Joe Faulise,1886969663,9781886969667,4,4.33,YMAA Publication Center,Paperback,358,2003,1/1/2000,7/4/2011,martial-arts|jujutsu|own,read,empty
9792961,Total Defense,Loren W. Christensen,Christensen  Loren W.,Mark Mireles,1934903221,9781934903223,0,4.14,Turtle Press,Paperback,174,2010,empty,7/4/2011,martial-arts|to-read|self-defense|own,to-read,empty
1207038,Kodokan Judo: The Essential Guide to Judo by Its Founder Jigoro Kano,Jigoro Kano,Kano  Jigoro,empty,4770017995,9784770017994,2,4.44,Kodansha,Paperback,264,1994,5/9/2013,7/4/2011,martial-arts|jujutsu|judo|own,read,empty
762760,Karate-Do Nyumon,Gichin Funakoshi,Funakoshi  Gichin,empty,4770018916,9784770018915,0,4.21,Kodansha,Paperback,120,1994,empty,7/4/2011,martial-arts|karate|to-read|own,to-read,empty
854109,Sabaki Method: Karate in the Inner Circle,Kancho Ninomiya,Ninomiya  Kancho,empty,1883319749,9781883319748,0,3.75,Frog Books,Paperback,256,1998,5/9/2005,7/4/2011,martial-arts|karate|own,read,empty
2207952,Warrior Speed,Ted Weimann,Weimann  Ted,empty,1880336383,9781880336380,4,3.36,Turtle Press  U.S.,Paperback,304,2000,1/1/2000,7/4/2011,martial-arts|training|own,read,empty
795908,Timing in the Fighting Arts,Loren W. Christensen,Christensen  Loren W.,Wim Demeere,1880336855,9781880336854,0,3.82,Turtle Press,Paperback,304,2011,1/1/1995,7/4/2011,martial-arts|training|own,read,empty
2434770,Defensive Tactics: Modern Arrest and Control Techniques for Today's Police Warrior,Loren W. Christensen,Christensen  Loren W.,empty,1880336995,9781880336991,0,4.24,Turtle Press,Paperback,382,2008,empty,7/4/2011,martial-arts|to-read|self-defense|own,to-read,empty
104190,Please Understand Me II: Temperament  Character  Intelligence,David Keirsey,Keirsey  David,Ray Choiniere,1885705026,9781885705020,4,4.16,Prometheus Nemesis Book Company,Paperback,350,2006,8/6/2005,7/4/2011,psychology|temperament|own,read,empty
6861696,The Owner's Manual for the Brain: Everyday Applications from Mind-Brain Research,Pierce J. Howard,Howard  Pierce J.,empty,1885167385,9781885167385,0,4.11,Wildcat Publishing Company,Hardcover,831,1999,empty,7/4/2011,health|cognition|to-read|own,to-read,empty
2815666,Boxing's Ten Commandments: Essential Training for the Sweet Science,Alan Lachica,Lachica  Alan,Doug Werner,1884654282,9781884654282,0,3.32,Tracks Publishing,Paperback,192,2007,empty,7/4/2011,martial-arts|to-read|own,to-read,empty
1431926,"Meditation (""Elements Of ... "" Series)",David Fontana,Fontana  David,empty,1862040362,9781862040366,0,3.46,empty,empty,empty,empty,empty,7/4/2011,philosophy|meditation|to-read|own,to-read,empty
626925,The Great American Bathroom Book,Compact Classics,Classics  Compact,empty,1880184044,9781880184042,0,4.15,Compact Classics,Paperback,606,1992,empty,7/4/2011,literature|to-read|own,to-read,empty
853262,The Way of Sanchin Kata: The Application of Power,Kris Wilder,Wilder  Kris,empty,1594390843,9781594390845,0,4.07,YMAA Publication Center,Paperback,181,2007,empty,7/4/2011,martial-arts|karate|to-read|own,to-read,empty
782064,Surviving Armed Assaults: A Martial Artist's Guide to Weapons  Street Violence  & Countervailing Force,Lawrence A. Kane,Kane  Lawrence A.,empty,1594390711,9781594390715,0,3.96,YMAA Publication Center,Paperback,329,2006,empty,7/4/2011,martial-arts|weapons|to-read|own,to-read,empty
6138360,Concentration and Meditation: A Manual of Mind Development,Christmas Humphreys,Humphreys  Christmas,empty,1852300086,9781852300081,0,3.93,Element Books,Paperback,256,1993,1/1/1993,7/4/2011,philosophy|meditation|eastern-thought|own,read,empty
567642,The Great American Bathroom Book (Gabb),Stevens W. Anderson,Anderson  Stevens W.,empty,1880184109,9781880184103,0,4.21,Compact Classics,Paperback,626,1993,empty,7/4/2011,literature|to-read|own,to-read,empty
2425950,Maximum Strength: Get Your Strongest Body in 16 Weeks with the Ultimate Weight-Training Program,Eric Cressey,Cressey  Eric,Matt Fitzgerald,1600940579,9781600940576,4,3.97,Da Capo Press,Paperback,256,2008,4/1/2010,7/4/2011,health|own,read,empty
4595853,Ju-Jitsu: Classical and Modern,Eddie Ferrie,Ferrie  Eddie,empty,1852237228,9781852237226,0,4,Crowood Press (UK),Paperback,160,1993,empty,7/4/2011,martial-arts|jujutsu|to-read|own,to-read,empty
626923,The Great American Bathroom Book  Volume 3,Stevens W. Anderson,Anderson  Stevens W.,empty,1880184265,9781880184264,0,4.17,Compact Classics Inc,Paperback,0,1994,empty,7/4/2011,literature|to-read|own,to-read,empty
6716225,Cardio Strength Training: Torch Fat  Build Muscle  and Get Stronger Faster,Robert dos Remedios,Remedios  Robert dos,empty,1605296554,9781605296555,4,3.95,Rodale Books,Paperback,256,2009,4/1/2010,7/4/2011,health|own,read,empty
993917,The Way of Kata: A Comprehensive Guide to Deciphering Martial Applications,Lawrence A. Kane,Kane  Lawrence A.,Kris Wilder,1594390584,9781594390586,0,4.11,YMAA Publication Center,Paperback,278,2005,empty,7/4/2011,martial-arts|karate|to-read|own,to-read,empty
285178,Science and Religion: Are They Compatible?,Paul Kurtz,Kurtz  Paul,Barry Karr,1591020646,9781591020646,0,3.58,Prometheus Books,Paperback,368,2003,empty,7/4/2011,science|to-read|own,to-read,empty
6262510,Rapt: Attention and the Focused Life,Winifred Gallagher,Gallagher  Winifred,empty,1594202109,9781594202100,0,3.53,Penguin Press,Hardcover,256,2009,empty,7/4/2011,to-read|science|psychology|own,to-read,empty
1076334,Tai Chi Connections: Advancing Your Tai Chi Experience,John Loupos,Loupos  John,empty,1594390320,9781594390326,0,4,YMAA Publication Center,Paperback,194,2005,empty,7/4/2011,martial-arts|chinese-arts|taijiquan|to-read|own,to-read,empty
364668,Analysis of Shaolin Chin Na,Yang Jwing-Ming,Jwing-Ming  Yang,empty,1594390002,9781594390005,0,4.21,YMAA Publication Center,Paperback,352,2004,empty,7/4/2011,martial-arts|jujutsu|chin-na|to-read|chinese-arts|own,to-read,empty
75472,Taijiquan: Through the Western Gate,Rick Barrett,Barrett  Rick,empty,1583941398,9781583941393,2,4.26,Blue Snake Books,Paperback,280,2006,4/27/2007,7/4/2011,martial-arts|chinese-arts|taijiquan|own,read,empty
3800337,Martial Mechanics: Maximum Results with Minimum Effort in the Practice of the Martial Arts,Phillip Starr,Starr  Phillip,empty,1583942114,9781583942116,0,3.86,Blue Snake Books,Paperback,208,2008,empty,7/4/2011,martial-arts|to-read|own,to-read,empty
364730,Combat Techniques of Taiji  Xingyi  and Bagua: Principles and Practices of Internal Martial Arts,Lu Shengli,Shengli  Lu,Susan Darley  Zhang Yun,1583941452,9781583941454,3,4,Blue Snake Books,Paperback,400,2006,1/1/2000,7/4/2011,martial-arts|chinese-arts|own,read,empty
10193283,Combatives,U.S. Army,Army  U.S.,empty,1581602618,9781581602616,4,4,Paladin Press,Paperback,248,empty,1/1/1995,7/4/2011,martial-arts|street-fighting|own,read,empty
1329358,Death Touch: The Science Behind the Legend of Dim-Mak,Michael Kelly,Kelly  Michael,empty,1581602812,9781581602814,0,3.58,Paladin Press,Paperback,176,2001,empty,7/4/2011,martial-arts|kyusho|to-read|own,to-read,empty
11949559,The How to Study Book,Alan Brown,Brown  Alan,empty,1569801436,9781569801437,0,3.67,Barricade Books,Paperback,93,2000,5/3/2003,7/4/2011,education|study-skills|own,read,empty
2008790,The Body Clock Advantage: Finding Your Best Time of Day to Succeed In: Love  Work  Play  Exercise,Matthew Edlund,Edlund  Matthew,empty,1580627897,9781580627894,2,3.44,Adams Media Corporation,Paperback,288,2003,9/7/2012,7/4/2011,self-help|sleep|own,read,empty
8734314,The New Rules of Lifting for Abs: A Myth-Busting Fitness Plan for Men and Women Who Want a Strong Core and a Pain- Free Back,Lou Schuler,Schuler  Lou,Alwyn Cosgrove,1583334130,9781583334133,4,3.96,Avery,Hardcover,304,2010,4/18/2011,7/4/2011,health|strength|own,read,empty
414275,Unlocking the Secrets of Aiki-Jujutsu,H.E. Davey,Davey  H.E.,empty,1570281211,9781570281211,3,3.57,Masters Press,Paperback,156,1997,2/15/2002,7/4/2011,martial-arts|aiki|aikijujutsu|own,read,empty
171531,Unleash the Warrior Within: Develop the Focus  Discipline  Confidence and Courage You Need to Achieve Unlimited Goals,Richard J. Machowicz,Machowicz  Richard J.,empty,1569244979,9781569244975,0,3.83,Da Capo Press,Paperback,208,2002,empty,7/4/2011,self-help|to-read|own,to-read,empty
11949558,Introductory Readings for Cognitive Psycholgoy,Richard P. Honeck,Honeck  Richard P.,empty,1561342963,9781561342969,0,0,Dushkin/McGraw-Hill,Paperback,298,empty,empty,7/4/2011,psychology|to-read|own,to-read,empty
428045,Overcoming Procrastination: Practice the Now Habit and Guilt-Free Play,Neil A. Fiore,Fiore  Neil A.,empty,1567315569,9781567315561,0,3.87,MJF Books,Hardcover,201,2003,1/1/2000,7/4/2011,self-help|own,read,empty
1627295,Yoga for Athletes: Secrets of an Olympic Coach,Aladar Kogler,Kogler  Aladar,empty,1567183875,9781567183870,0,4.2,Llewellyn Publications,Paperback,empty,1999,empty,7/4/2011,health|yoga|to-read|own,to-read,empty
159985,The Evelyn Wood Seven-Day Speed Reading and Learning Program,Stanley D. Frank,Frank  Stanley D.,Evelyn Wood Reading Dynamics,1566194024,9781566194020,0,3.45,Fall River Press,Hardcover,212,1994,1/1/1995,7/4/2011,reference|reading|speed-reading|own,read,empty
4641560,A Question of Intelligence: The IQ Debate in America,Daniel Seligman,Seligman  Daniel,empty,1559721316,9781559721318,0,3.74,Carol Publishing Corporation,Hardcover,239,1992,empty,7/4/2011,psychology|to-read|own,to-read,empty
1528227,The Velocity of Honey: And More Science of Everyday Life,Jay Ingram,Ingram  Jay,empty,1560256540,9781560256540,0,3.47,Basic Books,Hardcover,224,2005,empty,7/4/2011,science|essays|to-read|own,to-read,empty
880835,The Anatomy of Stretching,Brad Walker,Walker  Brad,empty,1556435967,9781556435966,3,4.22,North Atlantic Books,Paperback,176,2007,3/23/2013,7/4/2011,health|anatomy-physiology|own,read,empty
551147,Nei Jia Quan: Internal Martial Arts Teachers of Tai Ji Quan  Xing Yi Quan  and Ba Gua Zhang,Jess O'Brien,O'Brien  Jess,empty,1556435061,9781556435065,3,3.96,North Atlantic Books,Paperback,300,2004,1/1/2000,7/4/2011,martial-arts|chinese-arts|own,read,empty
552744,Hsing-I: Chinese Mind-Body Boxing,Robert W. Smith,Smith  Robert W.,empty,1556434553,9781556434556,4,3.53,Blue Snake Books,Paperback,112,2003,1/1/2000,7/4/2011,martial-arts|chinese-arts|xing-yi|own,read,empty
1985929,The Everything Study Book; Everything you need to know to get great grades without spending all your time in the library,Steven Frank,Frank  Steven,empty,1558506152,9781558506152,0,3.4,Adams Media Corporation,Paperback,276,1997,empty,7/4/2011,education|study-skills|to-read|own,to-read,empty
7110815,A Plague of Rats and Rubbervines: The Growing Threat Of Species Invasions,Yvonne Baskin,Baskin  Yvonne,Cab International,1559638761,9781559638760,0,5,Island Press,Hardcover,330,2002,empty,7/4/2011,science|to-read|own,to-read,empty
1411882,How to Dunk a Doughnut: The Science Of Everyday Life,Len Fisher,Fisher  Len,empty,1559706805,9781559706803,0,3.34,Arcade Publishing,Hardcover,272,2003,empty,7/4/2011,science|to-read|own,to-read,empty
712850,Cheng Hsin: The Principles of Effortless Power,Peter Ralston,Ralston  Peter,empty,1556433026,9781556433023,0,3.95,North Atlantic Books,Paperback,208,1999,empty,7/4/2011,martial-arts|chinese-arts|to-read|own,to-read,empty
77023,Gonzo Gizmos: Projects  Devices to Channel Your Inner Geek,Simon Quellen Field,Field  Simon Quellen,empty,1556525206,9781556525209,0,3.98,Chicago Review Press,Paperback,228,2003,empty,7/4/2011,science|experiments|to-read|own,to-read,empty
1865281,Cheng Hsin T'ui Shou: The Art of Effortless Power,Peter Ralston,Ralston  Peter,empty,1556430949,9781556430947,0,3.5,North Atlantic Books,Paperback,304,1993,empty,7/4/2011,martial-arts|chinese-arts|to-read|own,to-read,empty
2848369,Deep Storm,Lincoln Child,Child  Lincoln,empty,1400095476,9781400095476,0,3.87,Anchor,Paperback,432,2008,empty,7/4/2011,to-read|fiction|own|horror,to-read,empty
1525040,Opening the Energy Gates of Your Body: Chi Gung for Lifelong Health (Tao of Energy Enhancement Series),Bruce Frantzis,Frantzis  Bruce,empty,1556431643,9781556431647,0,4.06,North Atlantic Books,Paperback,192,1995,empty,7/4/2011,martial-arts|chinese-arts|chi-gung|to-read|own,to-read,empty
627899,The Power of Internal Martial Arts: Combat Secrets of Ba Gua  Tai Chi  and Hsing-I,Bruce Frantzis,Frantzis  Bruce,empty,1556432534,9781556432538,4,3.96,North Atlantic Books,Paperback,300,1998,1/1/2000,7/4/2011,martial-arts|chinese-arts|baguazhang|own,read,empty
2482723,A Guide to Econometrics  4th Edition,Peter Kennedy,Kennedy  Peter,empty,262611406,9780262611404,0,4.11,MIT Press (MA),Paperback,468,1998,empty,7/4/2011,mathematics|statistics|econometrics|reference-only|own,reference-only,empty
7798307,Invitation to Mathematics,Konrad Jacobs,Jacobs  Konrad,empty,691025282,9780691025285,0,0,Princeton University Press,Paperback,260,1992,empty,7/4/2011,mathematics|to-read|own,to-read,empty
1066258,Journey Into Geometries,Marta Sved,Sved  Marta,empty,883855003,9780883855003,0,4,Mathematical Association of America (MAA),Paperback,182,1997,empty,7/4/2011,mathematics|geometry|to-read|popular-works|own,to-read,empty
3089453,Econometric Analysis,William H. Greene,Greene  William H.,empty,23463910,9780023463914,0,3.91,Prentice Hall,Hardcover,736,1992,empty,7/4/2011,mathematics|statistics|econometrics|reference-only|own,reference-only,empty
2734053,Understanding Probability STATS,Ruma Falk,Falk  Ruma,empty,1568810717,9781568810713,0,0,A K PETERS,Paperback,256,1997,empty,7/4/2011,mathematics|probability|to-read|own,to-read,empty
1213343,Probability Without Tears - Primer For Non-mathematicians,Derek Rowntree,Rowntree  Derek,empty,1566194164,9781566194167,0,3.8,Barnes & Noble,Hardcover,169,1994,empty,7/4/2011,mathematics|probability|to-read|own,to-read,empty
1066996,The Magical Maze,Ian Stewart,Stewart  Ian,empty,753805146,9780753805145,0,3.58,Phoenix,Paperback,284,1998,empty,7/4/2011,mathematics|to-read|popular-works|own,to-read,empty
3598134,For All Practical Purposes: Introduction to Contemporary Mathematics,Consortium for Mathematics and Its Applications,Applications  Consortium for Mathematics and Its,empty,716728419,9780716728412,0,2.59,W.H. Freeman & Company,Hardcover,884,1997,empty,7/4/2011,mathematics|to-read|own,to-read,empty
2320385,Math Without Tears,Roy Hartkopf,Hartkopf  Roy,empty,839828578,9780839828570,0,0,G. K. Hall & Company,Paperback,247,1985,empty,7/4/2011,mathematics|to-read|popular-works|own,to-read,empty
4279076,Probabilities in Everyday Life,John D. McGervey,McGervey  John D.,empty,804105324,9780804105323,0,3,Ivy Books,Mass Market Paperback,10,1989,empty,7/4/2011,mathematics|probability|to-read|own,to-read,empty
2728013,Think of a Number,Malcolm E. Lines,Lines  Malcolm E.,empty,852741839,9780852741832,0,4,Taylor & Francis Group,Paperback,163,1990,empty,7/4/2011,mathematics|to-read|popular-works|own,to-read,empty
4692491,Another Fine Math You've Got Me Into,Ian Stewart,Stewart  Ian,empty,716723417,9780716723417,0,4.04,W.H. Freeman & Company,Paperback,269,1992,empty,7/4/2011,mathematics|to-read|popular-works|own,to-read,empty
1639008,Patterns of Plausible Inference,George Pólya,Pólya  George,empty,069102510X,9780691025100,0,4.7,Princeton University Press,Paperback,200,1990,empty,7/4/2011,mathematics|to-read|problem-solving|own,to-read,empty
1360518,How to Solve It: A New Aspect of Mathematical Method,George Pólya,Pólya  George,empty,691023565,9780691023564,0,4.17,Princeton University Press,Paperback,288,1971,empty,7/4/2011,mathematics|to-read|problem-solving|own,to-read,empty
2620580,Mathematical Tourist: Snapshots of Modern Mathematics,Ivars Peterson,Peterson  Ivars,empty,716720647,9780716720645,0,3.71,W.H. Freeman & Company,Paperback,240,1989,1/1/1995,7/4/2011,mathematics|popular-works|own,read,empty
998019,The Computer And The Brain,John von Neumann,Neumann  John von,Oskar Morgenstern,691003629,9780691003627,0,4.15,Princeton University Press,Paperback,648,2012,empty,7/4/2011,mathematics|game-theory|reference-only|own,reference-only,empty
787845,Induction and Analogy in Mathematics,George Pólya,Pólya  George,empty,691025096,9780691025094,0,4.33,Princeton University Press,Paperback,296,1990,empty,7/4/2011,mathematics|to-read|problem-solving|own,to-read,empty
1980612,Wheels  Life  and Other Mathematical Amusements,Martin Gardner,Gardner  Martin,empty,716715880,9780716715887,0,4.33,W.H. Freeman & Company,Hardcover,261,1983,empty,7/4/2011,mathematics|to-read|popular-works|own,to-read,empty
513051,Searching for Certainty: What Scientists Can Know about the Future,John L. Casti,Casti  John L.,empty,068811914X,9780688119140,0,3.33,Quill,Paperback,0,1992,empty,7/4/2011,mathematics|forecasting|to-read|own,to-read,empty
1211055,Statistics Without Tears,Derek Rowntree,Rowntree  Derek,empty,684175010,9780684175010,0,3.83,Scribner Book Company,Unknown Binding,199,1981,empty,7/4/2011,mathematics|statistics|to-read|own,to-read,empty
3835972,Finite Mathematics,Margaret L. Lial,Lial  Margaret L.,empty,673382532,9780673382535,0,2.17,Pearson Scott Foresman,Hardcover,572,1989,empty,7/4/2011,mathematics|finite-math|reference-only|own,reference-only,empty
3533768,Game  Set  and Math: Enigmas and Conundrums,Ian Stewart,Stewart  Ian,empty,631171142,9780631171140,0,3.83,Blackwell Publishers,Hardcover,256,1990,empty,7/4/2011,mathematics|to-read|popular-works|own,to-read,empty
613077,Fifty Challenging Problems in Probability with Solutions,Frederick Mosteller,Mosteller  Frederick,empty,486653552,9780486653556,0,3.99,Dover Publications,Paperback,96,1987,empty,7/4/2011,mathematics|probability|to-read|own,to-read,empty
1411491,How to Solve Mathematical Problems,Wayne A. Wickelgren,Wickelgren  Wayne A.,empty,486284336,9780486284330,0,4.5,Dover Publications,Paperback,288,1995,empty,7/4/2011,mathematics|to-read|problem-solving|own,to-read,empty
2332804,Introduction to Probability,John E. Freund,Freund  John E.,empty,486675491,9780486675497,0,3.47,Dover Publications,Paperback,272,1993,empty,7/4/2011,mathematics|probability|to-read|own,to-read,empty
1404367,Mathematical Discovery on Understanding  Learning and Teaching Problem Solving  Combined Volumes I and II,George Pólya,Pólya  George,empty,471089753,9780471089759,0,4.15,Wiley,Paperback,empty,1981,empty,7/4/2011,mathematics|to-read|problem-solving|own,to-read,empty
386484,Probability  Statistics and Truth,Richard von Mises,Mises  Richard von,Hilda Geiringer,486242145,9780486242149,0,4,Dover Publications,Paperback,244,1981,empty,7/4/2011,mathematics|probability|to-read|own,to-read,empty
275923,The Mathematical Universe: An Alphabetical Journey Through the Great Proofs  Problems  and Personalities,William Dunham,Dunham  William,empty,471176613,9780471176619,0,4.13,Wiley,Paperback,320,1997,empty,7/4/2011,mathematics|to-read|popular-works|own,to-read,empty
1601724,Learning and Practicing Econometrics,William E. Griffiths,Griffiths  William E.,R. Carter Hill  George G. Judge,471513644,9780471513643,0,4,Wiley,Hardcover,896,1993,empty,7/4/2011,mathematics|statistics|econometrics|reference-only|own,reference-only,empty
606275,Practical Statistics Simply Explained,Russell Langley,Langley  Russell,empty,486227294,9780486227290,0,3.82,Dover Publications,Paperback,399,1971,empty,7/4/2011,mathematics|statistics|to-read|own,to-read,empty
2187292,You Are a Mathematician: A Wise and Witty Introduction to the Joy of Numbers,David G. Wells,Wells  David G.,empty,471180777,9780471180777,0,3.78,Wiley,Hardcover,432,1997,empty,7/4/2011,mathematics|to-read|popular-works|own,to-read,empty
1416861,A Mathematician Reads The Newspaper,John Allen Paulos,Paulos  John Allen,empty,465043623,9780465043620,0,3.57,Basic Books,Hardcover,224,1995,empty,7/4/2011,mathematics|to-read|popular-works|own,to-read,empty
66355,Mathematics for the Million: How to Master the Magic of Numbers,Lancelot Hogben,Hogben  Lancelot,empty,039331071X,9780393310719,0,3.92,W. W. Norton  Company,Paperback,656,1993,empty,7/4/2011,mathematics|to-read|popular-works|own,to-read,empty
287898,Nature's Numbers: The Unreal Reality Of Mathematics,Ian Stewart,Stewart  Ian,empty,465072739,9780465072736,0,3.73,Basic Books,Paperback,176,1995,empty,7/4/2011,mathematics|to-read|popular-works|own,to-read,empty
1783616,Once Upon a Number: The Hidden Mathematical Logic of Stories,John Allen Paulos,Paulos  John Allen,empty,465051588,9780465051588,0,3.46,Basic Books,Hardcover,224,1998,empty,7/4/2011,mathematics|to-read|popular-works|own,to-read,empty
1404636,Beyond Numeracy: Ruminations of a Numbers Man,John Allen Paulos,Paulos  John Allen,empty,394586409,9780394586403,0,3.83,Knopf,Hardcover,285,1991,empty,7/4/2011,mathematics|to-read|popular-works|own,to-read,empty
1766468,Mathematical Circus,Martin Gardner,Gardner  Martin,empty,394502078,9780394502076,0,3.94,Alfred A. Knopf,Hardcover,272,1979,empty,7/4/2011,mathematics|to-read|popular-works|own,to-read,empty
3509704,Tracking the Automatic Ant: And Other Mathematical Explorations,David Gale,Gale  David,empty,387982728,9780387982724,0,3.5,Springer,Hardcover,241,1998,empty,7/4/2011,mathematics|to-read|popular-works|own,to-read,empty
2427852,Elementary Forms of Statistical Reason,Raymond Paul Cuzzort,Cuzzort  Raymond Paul,empty,312089465,9780312089467,0,0,W.H. Freeman & Company,Paperback,317,1995,empty,7/4/2011,mathematics|statistics|to-read|own,to-read,empty
1404143,The Mathematics Of Games,John D. Beasley,Beasley  John D.,empty,192861077,9780192861078,0,3.81,Oxford University Press  USA,Paperback,empty,1990,empty,7/4/2011,mathematics|reference-only|popular-works|own,reference-only,empty
2080552,The Broken Dice  and Other Mathematical Tales of Chance,Ivar Ekeland,Ekeland  Ivar,Carol Volk,226199916,9780226199917,0,3.5,University Of Chicago Press,Hardcover,190,1993,empty,7/4/2011,mathematics|probability|to-read|own,to-read,empty
2687537,Creative Mathematics,H.S. Wall,Wall  H.S.,empty,292710399,9780292710399,0,3.5,University of Texas Press,Paperback,201,1969,empty,7/4/2011,mathematics|to-read|own,to-read,empty
2444227,Mathematical Reflections: In a Room with Many Mirrors,Peter Hilton,Hilton  Peter,Derek Holton  Jean Pedersen,387947701,9780387947709,0,0,Springer,Hardcover,352,1998,empty,7/4/2011,mathematics|to-read|popular-works|own,to-read,empty
3593606,The Practice of Econometrics: Classic and Contemporary,Ernst R. Berndt,Berndt  Ernst R.,empty,201499002,9780201499001,0,3.5,Addison Wesley Longman,Hardcover,702,1996,empty,7/4/2011,mathematics|statistics|econometrics|reference-only|own,reference-only,empty
5581658,Statistics for Business and Economics,James T. McClave,McClave  James T.,George P. Benson,23790202,9780023790201,0,3.21,Dellen,Unknown Binding,1267,1988,empty,7/4/2011,mathematics|statistics|reference-only|own,reference-only,empty
4299294,Schaum's Outline of Theory and Problems of Statistics and Econometrics,Dominick Salvatore,Salvatore  Dominick,empty,70545057,9780070545052,0,4.14,McGraw-Hill Companies,Paperback,234,1982,empty,7/4/2011,mathematics|statistics|econometrics|reference-only|own,reference-only,empty
4000033,Essentials Of Econometrics,Damodar N. Gujarati,Gujarati  Damodar N.,empty,70251940,9780070251946,0,3.75,McGraw-Hill Companies,Hardcover,466,empty,empty,7/4/2011,mathematics|statistics|econometrics|reference-only|own,reference-only,empty
